Type ligne ;Type Budget;code;Mission;Ministere;Libelle;Libelle abrege
PGM;BG;102;TB;36;Accès et retour à l'emploi;Accès&RretourEmploi
ACT;BG;102-02;;;Amélioration des dispositifs en faveur de l’emploi des personnes les plus éloignées du marché du travail;
SSA;BG;102-02-02;;;Accompagnement des publics les plus en difficultés;
SSA;BG;102-02-01;;;Insertion dans l'emploi au moyen de contrats aidés;
ACT;BG;102-01;;;Amélioration de l’efficacité du service public de l’emploi;
SSA;BG;102-01-02;;;Coordination du service public de l'emploi;
SSA;BG;102-01-01;;;Indemnisation des demandeurs d'emploi;
ACT;BG;102-03;;;Plan d'investissement des compétences;Plan inv compétences
PGM;BG;103;TB;36;Accompagnement des mutations économiques et développement de l'emploi;AccMutationsEco&DevEmploi
ACT;BG;103-01;;;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;
SSA;BG;103-01-01;;;Développement de l’emploi en TPE-PME;
SSA;BG;103-01-02;;;Implication des branches et des entreprises dans la prévention du licenciement et le reclassement des salariés;
ACT;BG;103-02;;;Amélioration de l'insertion dans l'emploi par l'adaptation des qualifications et la reconnaissance des compétences;
SSA;BG;103-02-03;;;Reconnaissance des compétences acquises par les personnes;
SSA;BG;103-02-04;;;Amélioration de l'accès à la qualification par le développement de l'alternance et de la certification;
ACT;BG;103-03;;;Développement de l'emploi;
SSA;BG;103-03-01;;;Baisse du coût du travail pour faciliter le développement de territoires et de secteurs à forts potentiels d'emploi;
SSA;BG;103-03-02;;;Promotion de l'activité;
ACT;BG;103-04;;;Plan d'investissement des compétences;Plan inv compétences
PGM;BG;111;TB;36;Amélioration de la qualité de l'emploi et des relations du travail;AmélioQualEmploRelTravail
ACT;BG;111-02;;;Qualité et effectivité du droit;
SSA;BG;111-02-01;;;Veille sur l'effectivité du droit : formation continue des conseillers prud'homaux;
SSA;BG;111-02-03;;;Conseiller du salarié, subventions aux groupements et associations, et autres dépenses liées à la qualité et à l’effectivité du droit;
SSA;BG;111-02-02;;;Renouvellement des conseillers prud'hommes;Renouvellement CPH
SSA;BG;111-02-04;;;Défenseur syndical;
ACT;BG;111-03;;;Dialogue social et démocratie sociale;
SSA;BG;111-03-01;;;Paritarisme et formation syndicale;Parit et formation synd
SSA;BG;111-03-02;;;Action des services déconcentrés dans le développement de la négociation collective : soutien aux acteurs du dialogue social;
SSA;BG;111-03-03;;;Représentativités syndicale et patronale;Représentativité OS et OP
ACT;BG;111-04;;;Lutte contre le travail illégal;
ACT;BG;111-01;;;Santé et sécurité au travail;
SSA;BG;111-01-10;;;Recherche et exploitation des études;
SSA;BG;111-01-11;;;Agence nationale de sécurité sanitaire de l’alimentation, de l’environnement et du travail (ANSES);
SSA;BG;111-01-12;;;Agence nationale pour l'amélioration des conditions de travail (ANACT);
SSA;BG;111-01-13;;;Fonds d'amélioration des conditions de travail (FACT);
PGM;BG;155;TB;36;Conception, gestion et évaluation des politiques de l'emploi et du travail;ConcepGestEvalPolTravail
ACT;BG;155-16;;;Personnels mettant en oeuvre les politiques d'amélioration de la qualité de l'emploi et des relations du travail;
ACT;BG;155-07;;;Fonds social européen - Assistance technique;
SSA;BG;155-07-05;;;Concours du fonds social européen. Assistance technique. Objectif convergence (2007-2013);
SSA;BG;155-07-06;;;Concours du fonds social européen. Assistance technique. Objectif compétitivité régionale et emploi (2007-2013);
SSA;BG;155-07-07;;;Concours du fonds social européen. Assistance technique. Programme emploi et inclusion (2014-2020);FSE AT Prog Emploi inclus
SSA;BG;155-07-08;;;Concours du fonds social européen. Assitance technique. Programme initiative pour l'emploi des jeunes (IEJ) (2014-2020);FSE AT Prog IEJ
SSA;BG;155-07-09;;;Concours du fonds social européen. Assistance technique. Programmes FSE Etat - Régions d'outre-mer (2014-2020);
ACT;BG;155-08;;;Fonctionnement des services;
ACT;BG;155-09;;;Systèmes d'information;
ACT;BG;155-10;;;Affaires immobilières;
ACT;BG;155-11;;;Communication;
ACT;BG;155-12;;;Etudes, statistiques évaluation et recherche;
SSA;BG;155-12-01;;;Etudes et statistiques (hors opérateurs);
SSA;BG;155-12-02;;;CEE;
SSA;BG;155-12-03;;;CEREQ;
ACT;BG;155-13;;;Politique des ressources humaines;
ACT;BG;155-14;;;Personnels mettant en oeuvre les politiques d'accès et retour à l'emploi;
ACT;BG;155-15;;;Personnels mettant en oeuvre les politiques d'accompagnement des mutations économiques et développement de l'emploi;
ACT;BG;155-17;;;Personnels de statistiques, études et recherche;
ACT;BG;155-18;;;Personnels transversaux et de soutien;
ACT;BG;155-99;;;Dépenses des personnels des services  déconcentrés concourant aux politiques de l'emploi et du travail;
ACT;BG;155-98;;;Dépenses des personnels des services centraux concourant aux politiques de l'emploi et du travail;
MSN;BG;RD;;;Remboursements et dégrèvements;R&D
PGM;BG;200;RD;07;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);R&D ImpÉtat(CrEvals)
ACT;BG;200-11;;;Remboursements et restitutions liés à la mécanique de l'impôt;
SSA;BG;200-11-05;;;Impôt sur le revenu;Impôt sur le revenu
SSA;BG;200-11-01;;;Impôts sur les sociétés;Impôts sur les sociétés
SSA;BG;200-11-02;;;Taxe sur la valeur ajoutée;Taxe sur la valeur ajouté
SSA;BG;200-11-03;;;Plafonnement des impositions directes;Plafonnement des impositi
SSA;BG;200-11-04;;;Autres remboursements et dégrèvements liés à la mécanique de l'impôt;Autres remboursements et
ACT;BG;200-12;;;Remboursements et dégrèvements liées à des politiques publiques;
SSA;BG;200-12-02;;;Impôt sur le revenu;Impôt sur le revenu
SSA;BG;200-12-03;;;Impôt sur les sociétés;Impôt sur les sociétés
SSA;BG;200-12-08;;;Acomptes de crédits et de réductions d'impôts sur le revenu;Acomptes crédit reduc IR
SSA;BG;200-12-09;;;Taxe intérieure sur la consommation finale d'électricité;TICFE
SSA;BG;200-12-01;;;Prime pour l'emploi;Prime pour l'emploi
SSA;BG;200-12-04;;;Taxe intérieure de consommation sur les produits énergétiques (ex TIPP);TICPE
SSA;BG;200-12-05;;;Taxe intérieure de consommation sur le gaz naturel;Taxe intérieure de consom
SSA;BG;200-12-06;;;Contribution pour l'audiovisuel public;Contribution pour l'audio
SSA;BG;200-12-07;;;Prélèvement sur le produit des jeux;Prélèvement sur le produi
ACT;BG;200-13;;;Remboursements et dégrèvements liés à la gestion des produits de l'Etat;
SSA;BG;200-13-09;;;Prélèvement à la source (PAS) : dégrèvements et restitutions;PAS
SSA;BG;200-13-06;;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat;Autres remboursements et
SSA;BG;200-13-01;;;Impôts sur le revenu - Dégrèvements et restitution de sommes indûment perçues;Impôts sur le revenu - Dé
SSA;BG;200-13-02;;;Impôts sur les sociétés - Dégrèvements et restitution de sommes indûment perçues;Impôts sur les sociétés -
SSA;BG;200-13-03;;;Autres impôts directs et taxes assimilées - Dégrèvements et restitution de sommes indûment perçues;Autres impôts directs et
SSA;BG;200-13-04;;;Taxe sur la valeur ajoutée - Dégrèvements et restitution de sommes indûment perçues;Taxe sur la valeur ajouté
SSA;BG;200-13-05;;;Enregistrement, timbre, autres contributions et taxes indirectes - Dégrèvements et restitution de sommes indûment perçues;Enregistrement, timbre, a
SSA;BG;200-13-07;;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Admissions en non valeur - Créances liées aux impôts;Autres remboursements et
SSA;BG;200-13-08;;;Autres remboursements et dégrèvements liés à la gestion des produits de l'Etat - Dations en paiement, intérêts moratoires, remises de débets;Autres remboursements et
PGM;BG;201;RD;07;Remboursements et dégrèvements d'impôts locaux (crédits évaluatifs);R&D ImpLocaux(CrEvals)
ACT;BG;201-01;;;Taxe professionnelle et contribution économique territoriale  et autres impôts économiques créés ou modifiés dans le cadre de la réforme de la taxe professionnelle;
SSA;BG;201-01-01;;;Taxe professionnelle et contribution économique territoriale  et autres impôts économiques créés ou modifiés dans le cadre de la réforme de la taxe professionnelle;
ACT;BG;201-02;;;Taxes foncières;
SSA;BG;201-02-01;;;Taxes foncières;
ACT;BG;201-03;;;Taxe d'habitation;
SSA;BG;201-03-01;;;Taxe d'habitation;
ACT;BG;201-04;;;Admission en non valeur d'impôts locaux;
SSA;BG;201-04-01;;;Admission en non valeur d'impôts locaux;
MSN;CAS;YN;;;Transition énergétique;Trans.Énergétique
PGM;CAS;764;YN;23;Soutien à la transition énergétique;SoutienTransEnergétique
ACT;CAS;764-01;;;Soutien aux énergies renouvelables électriques;
SSA;CAS;764-01-01;;;Soutien aux producteurs d'énergies renouvelables électriques;SOUT PROD ENR
SSA;CAS;764-01-02;;;Etudes techniques, financières et juridiques préalables aux lancements d'appels d'offres pour le développement d'énergies renouvelables relatives aux ENR;ET TECHN FIN JUR ENR E
ACT;CAS;764-02;;;Soutien à l'effacement de consommation électrique;
ACT;CAS;764-03;;;Soutien à l'injection de bio-méthane;
ACT;CAS;764-04;;;Fonds d'interconnexion;FINANCEMENT-INTERCONNEX
PGM;CAS;765;YN;23;Engagements financiers liés à la transition énergétique;EngtsFinTransEnergétique
ACT;CAS;765-01;;;Désendettement vis-à-vis des opérateurs supportant des charges de service public de l'électricité;
ACT;CAS;765-03;;;Remboursement d'anciens plafonnements de CSPE;
MSN;BG;AV;;;Investissements d'avenir;Inv.Avenir
PGM;BG;421;AV;12;Soutien des progrès de l'enseignement et de la recherche;PIA_SoutienProgr.Ens.Rech
ACT;BG;421-04;;;Soutien des grandes universités de recherche;
ACT;BG;421-01;;;Nouveaux cursus à l'université;
ACT;BG;421-02;;;Programmes prioritaires de recherche;
ACT;BG;421-03;;;Équipements structurants de recherche;
ACT;BG;421-05;;;Constitution d'écoles universitaires de recherche;
ACT;BG;421-06;;;Créations expérimentales de sociétés universitaires et scientifiques;
ACT;BG;421-07;;;Territoires d'innovation pédagogique;
PGM;BG;422;AV;12;Valorisation de la recherche;PIA_ValorisationRecherche
ACT;BG;422-01;;;Intégration des SATT, incubateurs et accélérateurs;
ACT;BG;422-02;;;"Fonds national post-maturation ""Frontier venture""";
ACT;BG;422-03;;;Démonstrateurs et territoires d'innovation de grande ambition;
ACT;BG;422-04;;;Nouveaux écosystèmes d'innovation;
ACT;BG;422-05;;;Accélération du développement des écosystèmes d'innovation performants;
PGM;BG;423;AV;12;Accélération de la modernisation des entreprises;PIA_Modernis.Entreprises
ACT;BG;423-07;;;Fonds à l'internationalisation des PME;
ACT;BG;423-09;;;Grands défis;
ACT;BG;423-01;;;Soutien à l'innovation collaborative;
ACT;BG;423-02;;;Accompagnement et transformation des filières;
ACT;BG;423-03;;;Industrie du futur;
ACT;BG;423-04;;;Adaptation et qualification de la main d'oeuvre;
ACT;BG;423-05;;;Concours d'innovation;
ACT;BG;423-06;;;Fonds national d'amorçage n° 2;
ACT;BG;423-08;;;"Fonds de fonds ""Multicap Croissance"" n° 2";
MSN;BG;TR;;;Action et transformation publiques;Action&Transf.Publ.
PGM;BG;348;TR;07;Rénovation des cités administratives et autres sites domaniaux multi-occupants;RénCitéAdmSiteDomMultiOcc
ACT;BG;348-11;;;Etudes;Etudes
ACT;BG;348-12;;;Travaux et gros entretien à la charge du propriétaire;Trav gros entretien propr
ACT;BG;348-13;;;Acquisitions, construction;Acqui.construction
PGM;BG;349;TR;07;Fonds pour la transformation de l'action publique;FondsTransf.Act.Publ
ACT;BG;349-01;;;Fonds pour la transformation de l’action publique;
PGM;BG;351;TR;07;Fonds d'accompagnement interministériel Ressources humaines;FondsAccIntRH
ACT;BG;351-01;;;Accompagnement interministériel Ressources humaines;Accompagnement RH
PGM;BG;352;TR;07;Fonds pour l'accélération du financement des start-up d'État;FondsFinStartUpEtat
ACT;BG;352-01;;;Fonds pour l'accélération du financement des start-up d'État;
MSN;BG;SE;;;Solidarité, insertion et égalité des chances;Sol.inserEgalChances
PGM;BG;124;SE;56;Conduite et soutien des politiques sanitaires, sociales, du sport, de la jeunesse et de la vie associative;CondSoutienPoliSanSociale
ACT;BG;124-11;;;Systèmes d'information;
ACT;BG;124-22;;;Personnels transversaux et de soutien;
ACT;BG;124-10;;;Fonctionnement des services;
ACT;BG;124-12;;;Affaires immobilières;
ACT;BG;124-14;;;Communication;
ACT;BG;124-15;;;Affaires européennes et internationales;
ACT;BG;124-16;;;Statistiques, études et recherche;
ACT;BG;124-17;;;Financement des agences régionales de santé;
ACT;BG;124-18;;;Personnels mettant en oeuvre les politiques sociales et de la santé;
ACT;BG;124-19;;;Personnels mettant en oeuvre les politiques du sport, de la jeunesse, de l'éducation populaire et de la vie associative;
ACT;BG;124-20;;;Personnels mettant en oeuvre les politiques pour les droits des femmes;
ACT;BG;124-21;;;Personnels mettant en œuvre les politiques de la ville, du logement et de l'hébergement;
ACT;BG;124-23;;;Politique des ressources humaines;
ACT;BG;124-98;;;Personnel des services centraux concourant aux programmes de politique;
ACT;BG;124-99;;;Personnel des services déconcentrés concourant aux programmes de politique;
PGM;BG;157;SE;12;Handicap et dépendance;Handicap et dépendance
ACT;BG;157-12;;;Allocations et aides en faveur des personnes handicapées;
SSA;BG;157-12-01;;;Allocation pour adultes handicapés;AAH
SSA;BG;157-12-02;;;Allocation supplémentaire d'invalidité;ASI
SSA;BG;157-12-03;;;Financement de la rémunération garantie pour les travailleurs handicapés;Aide au poste
ACT;BG;157-13;;;Pilotage du programme et animation des politiques inclusives;
SSA;BG;157-13-01;;;Accompagnement de la situation de handicap;Emploi accompagné et FDCH
SSA;BG;157-13-02;;;Subventions nationales, opérateurs et lutte contre la maltraitance;Subv et maltraitance
SSA;BG;157-13-03;;;Contentieux et études;Contentieux et études
PGM;BG;137;SE;12;Égalité entre les femmes et les hommes;ÉgalitéFemmesHommes
ACT;BG;137-21;;;Politiques publiques - Accès au droit;
ACT;BG;137-22;;;Partenariats et innovations;
ACT;BG;137-23;;;Soutien du programme égalité entre les femmes et les hommes;
PGM;BG;304;SE;56;Inclusion sociale et protection des personnes;Inclusion sociale
ACT;BG;304-14;;;Aide alimentaire;
SSA;BG;304-14-01;;;Aide alimentaire - crédits nationaux;
SSA;BG;304-14-02;;;Aide alimentaire - crédits déconcentrés;
ACT;BG;304-18;;;Aide à la réinsertion familiale et sociale des anciens migrants dans leur pays d’origine (ARFS);ARFS
ACT;BG;304-17;;;Protection et accompagnement des enfants, des jeunes et des familles vulnérables;
SSA;BG;304-17-06;;;Point accueil écoute jeune;PAEJ
SSA;BG;304-17-01;;;Agence française de l'adoption;AFA
SSA;BG;304-17-02;;;GIP Enfance en danger;GIPED
SSA;BG;304-17-03;;;Soutien financier aux organismes nationaux;Subventions nationales
SSA;BG;304-17-04;;;Frais de justice;
SSA;BG;304-17-05;;;Autres actions nationales;
SSA;BG;304-17-07;;;Etablissements d'information, de consultation et de conseil familial;EICCF
SSA;BG;304-17-08;;;Autres actions  locales;
ACT;BG;304-16;;;Protection juridique des majeurs;
SSA;BG;304-16-01;;;Services tutélaires;
SSA;BG;304-16-02;;;Mandataires individuels;
ACT;BG;304-15;;;Qualification en travail social;
SSA;BG;304-15-01;;;Qualification en travail social - crédits nationaux;
SSA;BG;304-15-02;;;Qualification en travail social - crédits déconcentrés;
