Bénéficiaire,Adresse,Descriptif,Montant,Nom,Prénom,Département,Groupe,"Programme budgétaire",ID_Acteur
"Commune de Champigny",,"mise en place d'une table d'orientation",2000.00,VAUTRIN,Catherine,Marne,UMP,122-01,PA267797
"Commune de Champigny le Sec",,"Construction de deux commerces",7500.00,CLAEYS,Alain,Vienne,SRC,122-01,PA872
"Commune de CHAMPLAN",,"Travaux d'isolation et de réfection de la toiture de la mairie",10000.00,KOSCIUSKO-MORIZET,Nathalie,Essonne,UMP,122-01,PA267628
"Commune de CHAMP-LE-DUC",,"Acquisition d'un immeuble",7000.00,CHERPION,Gérard,Vosges,UMP,122-01,PA856
"Commune de CHAMPLITTE",,"Extension de la maison de santé",10000.00,CHRETIEN,Alain,Haute-Saône,UMP,122-01,PA608662
"Commune de CHAMPNEUVILLE",,"Requalification d'un terrain en friche en théâtre de verdure",28000.00,"Groupe SRC",,"*(non rattaché à un département)",,122-01,NULL
"Commune de CHAMPNIERS ",,"Réhabilitation des bâtiments de la Mairie ",20000.00,PINVILLE,Martine,Charente,SRC,122-01,PA330981
"Commune de CHAMPREPUS",,"Réalisation de travaux de réfection des joints extérieurs de la mairie",2500.00,GOSSELIN,Philippe,Manche,UMP,122-01,PA266797
"Commune de CHAMPROND EN PERCHET",,"Construction d'un atelier municipal remplacé par  extension d'un atelier municipal",7000.00,"LA RAUDIERE de",Laure,Eure-et-Loir,UMP,122-01,PA331567
"Commune de CHAMPS-SUR-YONNE",,"Projet de complexe sportif et de loisirs",5000.00,LARRIVE,Guillaume,Yonne,UMP,122-01,PA267785
"Commune de CHAMPTOCEAUX","""MAIRIE
49 270 CHAMPTOCEAUX""","Projet restauration scolaire, périscolaire et ALSH",30000.00,BARDY,Serge,Maine-et-Loire,SRC,122-01,PA607369
"Commune de CHAMROUSSE","""35, place des Trolles
38410 CHAMROUSSE""","Réaménagement du site de la croix de Chamrousse",4000.00,BROTTES,François,Isère,SRC,122-01,PA680
"Commune de Chanay","Mairie 01200 Chanay","Achat d'un véhicule de premier secours pour la commune",10000.00,BLANC,Étienne,Ain,UMP,122-01,PA267075
"Commune de CHANCEAUX-SUR-CHOISILLE",,"Réhabilitation de l'annexe de la mairie",3000.00,GREFF,Claude,Indre-et-Loire,UMP,122-01,PA267459
"Commune de CHANGE","72560 Changé","Travaux d'intérêt local",5000.00,KARAMANLI,Marietta,Sarthe,SRC,122-01,PA335054
"Commune de CHANNES",,"Réfection du chemin des fossés sud",10000.00,MATHIS,Jean-Claude,Aube,UMP,122-01,PA2124
"Commune de CHANOS CURSON",,"Aménagement de la traversée de Curson",15000.00,LABAUNE,Patrick,Drôme,UMP,122-01,PA1778
"Commune de CHANOUSSE","""Le Village
05700 Chanousse""","Installation d'un chauffage dans l'église, réfection des volets du bâtiment communal, construction d'un mur de souteinement",4323.00,BERGER,Karine,Hautes-Alpes,SRC,122-01,PA605143
"Commune de CHANTECOQ",,"Rénovation de l'isolation phonique de la salle communale",7500.00,DOOR,Jean-Pierre,Loiret,UMP,122-01,PA267289
"Commune de Chantelle","""Place de la Mairie
03140 Chantelle""","Mise en sécurité route de Montmarault",2500.00,CHAMBEFORT,Guy,Allier,SRC,122-01,PA330118
"Commune de CHANTELOUP","""Place de la Mairie
35 150 CHANTELOUP
""","""Construction d'un batiment périscolaire
(médiathèque/restaurant scolaire/garderie)""",25000.00,MARSAC,Jean-René,Ille-et-Vilaine,SRC,122-01,PA332206
"Commune de CHANTELOUP les VIGNES",,"Aménagements d’un local administratif",20000.00,"RICHARD Arnaud ",,Yvelines,UDI,122-01,PA345897
"Commune de CHANTELOUP-EN-BRIE ",,"Agrandissement du centre de loisirs : 10 000 €",10000.00,"RIHAN CYPEL",Eduardo,Seine-et-Marne,SRC,122-01,PA609292
"Commune de CHANTELOUP-EN-BRIE ",,"Travaux de remise en état du terrain de foot après occupation illégale : 5 000 €",5000.00,"RIHAN CYPEL",Eduardo,Seine-et-Marne,SRC,122-01,PA609292
"Commune de CHANTEMERLE-LES-BLES",,"Aménagement de la route de Chavannes",15000.00,LABAUNE,Patrick,Drôme,UMP,122-01,PA1778
"Commune de CHANTEPIE","35572 Chantepie","Travaux d'intérêt local",5000.00,CHAPDELAINE,Marie-Anne,Ille-et-Vilaine,SRC,122-01,PA606665
"Commune de Chantesse","""Le Village 
38470 Chantesse""","Travaux d'intérêt local",3100.00,BONNETON,Michèle,Isère,ECOLO,122-01,PA606910
"Commune de Chantilly",,"Aménagement de l'avenue de Verdun",35000.00,WOERTH,Éric,Oise,UMP,122-01,PA2960
"Commune de Chantilly",,"Création parking pelouse/ancien réservoir",35000.00,WOERTH,Éric,Oise,UMP,122-01,PA2960
"Commune de CHANVILLE",,"Acquisition d'une tondeuse",5000.00,ZIMMERMANN,Marie-Jo,Moselle,UMP,122-01,PA2971
"Commune de CHAON",,"Rénovation de la boulangerie et de son logement",20000.00,MARTIN-LALANDE,Patrice,Loir-et-Cher,UMP,122-01,PA2099
"Commune de Chaourse","""Mairie
8 rue de Séchelles
02340 CHAOURSE""","renforcement du réseau d'eau potable",30000.00,DOSIÈRE,René,Aisne,SRC,122-01,PA1155
"Commune de CHAPELLE-ROYALE",,"Travaux d'aménagement et d'agencement de la place de la mairie",7000.00,"LA RAUDIERE de",Laure,Eure-et-Loir,UMP,122-01,PA331567
"Commune de Chaptelat","""Mairie  54 Rue Saint-Éloi
87270 Chaptelat""","Aménagement de la biblothèque de l'école primaire",10000.00,BEAUBATIE,Catherine,Haute-Vienne,SRC,122-01,PA609845
"Commune de CHARBONNIERES",,"Travaux à la salle polyvalente",3000.00,"LA RAUDIERE de",Laure,Eure-et-Loir,UMP,122-01,PA331567
"Commune de Charbonnières",Charbonnières,"Mise en œuvre d'un assainissement collectif pour un lotissement",5000.00,THÉVENOUD,Thomas,Saône-et-Loire,SRC,122-01,PA608672
"Commune de CHARBUY",,"Réalisation d'un parcours de santé",2000.00,LARRIVE,Guillaume,Yonne,UMP,122-01,PA267785
"Commune de CHARGEY-LES-GRAY",,"Construction d'une nouvelle salle de classe",10000.00,CHRETIEN,Alain,Haute-Saône,UMP,122-01,PA608662
"Commune de CHAROLLES","""Mairie 
71 120 Charolles""","Travaux d'aménagement du site de l'ancienne gare",10000.00,GUEUGNEAU,Edith,Saône-et-Loire,SRC,122-01,PA608684
"Commune de CHARREY-SUR-SAONE",,"Rénovation toiture bâtiment communal",5982.00,SUGUENOT,Alain,Côte-d'Or,UMP,122-01,PA2775
"Commune de Charroux","""29, Grande Rue
03140 Charroux""","Réparation voirie communale",2000.00,CHAMBEFORT,Guy,Allier,SRC,122-01,PA330118
"Commune de Chartier Ferrière","M. ROQUES-Maire-19600 Chartrier Ferrière","Travaux de voirie",5000.00,NAUCHE,Philippe,Corrèze,SRC,122-01,PA2265
"Commune de Chartres-de-Bretagne","""Esplanade des Droits de l'homme 
35131 Chartres-de-Bretagne""","Travaux d'intérêt local ",7000.00,CHAPDELAINE,Marie-Anne,Ille-et-Vilaine,SRC,122-01,PA606665
"Commune de CHASEREY",,"Travaux cimetière : aménagement allée et création de deux murets de soutènement",600.00,MATHIS,Jean-Claude,Aube,UMP,122-01,PA2124
"Commune de Chassagne","""Le Bourg 
63320 Chassagne""","Travaux d'intérêt local",3000.00,AUROI,Danielle,Puy-de-Dôme,ECOLO,122-01,PA608186
"Commune de CHASSAGNES",,"Réfection du toit de l'église",10000.00,VIGIER,Jean-Pierre,Haute-Loire,UMP,122-01,PA607090
"Commune de CHASSELAY",,"Création d'un restaurant municipal (achat de matériel et travaux d'installation)",12000.00,COCHET,Philippe,Rhône,UMP,122-01,PA267775
"Commune de CHASSEY LES MONTBOZON","M. JEANNEROD B - Maire Place de l'Eglise 70230 CHASSEY LES MONTBOZON","Travaux de protection de captage des eaux sur la commune",5000.00,VILLAUMÉ,Jean-Michel,Haute-Saône,SRC,122-01,PA334951
"Commune de CHASSIGNELLES","Mairie 89160 CHASSIGNELLES","Travaux d'enduits et d'éclairage sur l'église",3000.00,CAULLET,Jean-Yves,Yonne,SRC,122-01,PA770
"Commune de CHASTEL",,"Travaux d'aménagement du bourg de Chastel - 2ème tranche",7500.00,VIGIER,Jean-Pierre,Haute-Loire,UMP,122-01,PA607090
"Commune de CHATAINCOURT",,"Acquisition d'un véhicule utilitaire",4000.00,MARLEIX,Olivier,Eure-et-Loir,UMP,122-01,PA606098
"Commune de CHATAINCOURT",,"Acquisition d'un nouveau véhicule",4000.00,MARLEIX,Olivier,Eure-et-Loir,UMP,122-01,PA606098
"Commune de Château ","Château ","Restauration clocher église ",5000.00,THÉVENOUD,Thomas,Saône-et-Loire,SRC,122-01,PA608672
"Commune de Château du Loir","place de l'Hôtel de Ville 72500","Equipement sportif",30000.00,CHAUVEAU,Guy-Michel,Sarthe,SRC,122-01,PA840
"Commune de Château Guibert",,"Construction bibliothèque",10000.00,BULTEAU,Sylviane,Vendée,SRC,122-01,PA609743
"Commune de Château Larcher",,"Extension et aménagement de la mairie, espace associatif et de la maison des services publics.",10000.00,COUTELLE,Catherine,Vienne,SRC,122-01,PA336421
"Commune de CHÂTEAU SUR EPTE",,"Création d'une maison de santé",10000.00,GILARD,Franck,Eure,UMP,122-01,PA267148
"Commune de Château/Allier","03320 Château/Allier","Réparation voirie communale",3000.00,CHAMBEFORT,Guy,Allier,SRC,122-01,PA330118
"Commune de CHATEAUBLEAU",,"""Rénovation des ouvertures du bâtiment """"ancienne école""""""",8973.00,JACOB,Christian,Seine-et-Marne,UMP,122-01,PA1695
"Commune de CHATEAU-CHINON-CAMPAGNE","58120 CHATEAU-CHINON-CAMPAGNE","Numérotage des rues et plaques de rues",2000.00,PAUL,Christian,Nièvre,SRC,122-01,PA2338
"Commune de Châteauneuf les Bains","Mairie, Chaux 63390 Châteauneuf les Bains","Aménagement d'une place publique",25000.00,"Groupe SRC",,"*(non rattaché à un département)",,122-01,NULL
"Commune de Châteauneuf-les-Martigues",CHATEAUNEUF-LES-MARTIGUES,"Réhabilitation extérieure de la Maison pour tous",25000.00,BURRONI,Vincent,Bouches-du-Rhône,SRC,122-01,PA695
"Commune de CHATEAUNEUF-VILLEVIEILLE",,"Travaux de mise aux normes de l'installation de protection contre la foudre",3076.00,GUIBAL,Jean-Claude,Alpes-Maritimes,UMP,122-01,PA1574
"Commune de CHATEAURENARD",,"Projet d'amenagement de l'esplanade Isidoire Rollande",59000.00,REYNES,Bernard,Bouches-du-Rhône,UMP,122-01,PA330788
"Commune de CHATELAIN",,"Travaux dans l'église de la commune",3085.00,CHEVROLLIER,Guillaume,Mayenne,UMP,122-01,PA607489
"Commune de CHATELLIERS-NOTRE-DAME",,"Projet de renforcement de canalisations d'eau potable",7000.00,"LA RAUDIERE de",Laure,Eure-et-Loir,UMP,122-01,PA331567
"Commune de Châtelus","""Mairie 
03120 Châtelus""","Logement communal",10000.00,CHARASSE,Gérard,Allier,RRDP,122-01,PA815
"Commune de Châtelus-Malvaleix ","Commune de Châtelus-Malvaleix (23270)","Agrandissement du gymnase",10000.00,"Groupe SRC",,"*(non rattaché à un département)",,122-01,NULL
"Commune de CHATENEY","M. GUYOT D - Maire 16, rue des Fontaines 70240 CHATENEY","Acquisition d'une parcelle boisée en limite des bois communaux",5000.00,VILLAUMÉ,Jean-Michel,Haute-Saône,SRC,122-01,PA334951
"Commune de CHATILLON",,"Sécurisation du bâtiment communal",1100.00,PELISSARD,Jacques,Jura,UMP,122-01,PA2345
"Commune de Chatillon en Dunois",,"Création d'une réserve d'incendie",15000.00,VIGIER,Philippe,Eure-et-Loir,UDI,122-01,PA331582
"Commune de CHATILLON-SUR-CLUSES",,"Travaux de réfection d'un mur de soutènement sur la route de Brizac",5000.00,DION,Sophie,Haute-Savoie,UMP,122-01,PA608851
"Commune de Chatonrupt",,"Travaux de voirie",4000.00,CORNUT-GENTILLE,François,Haute-Marne,UMP,122-01,PA923
"Commune de CHATOU",,"Travaux d'aménagement des locaux de la future maison de quartier Gambetta",10000.00,LEQUILLER,Pierre,Yvelines,UMP,122-01,PA1954
"Commune de Chaucenne",,"Volet environnemental et isolation dans le cadre de la rénovation de la mairie",5000.00,ROMAGNAN,Barbara,Doubs,SRC,122-01,PA605952
"Commune de Chauché",,"Aménagement sécurité rue de Grasla ",23000.00,BESSE,Véronique,Vendée,NI,122-01,PA309643
"Commune de Chaudefonds sur Layon","Mairie - Place du Centre 49290 CHAUDEFONDS SUR LAYON","Réfection de la salle communale",10000.00,GOUA,Marc,Maine-et-Loire,SRC,122-01,PA333043
"Commune de CHAUDEFONTAINE",,"Aménagement de la place publique de la commune",10000.00,APPARU,Benoist,Marne,UMP,122-01,PA333224
"Commune de Chaumeil",Chaumeil,"Mise en place des périmètres de protection autour des captages de Barbazanges et La Vedrenne et la pose du compteur de production ",2000.00,DESSUS,Sophie,Corrèze,SRC,122-01,PA605758
"Commune de CHAUMERCENNE",,"Construction d'une nouvelle mairie",10000.00,CHRETIEN,Alain,Haute-Saône,UMP,122-01,PA608662
"Commune de CHAUMERGY",,"Construction d'un centre d'incendie et de secours",1500.00,PELISSARD,Jacques,Jura,UMP,122-01,PA2345
"Commune de CHAUMONT LA VILLE",,"Acquisition de matériel et licences  informatiques",800.00,CHATEL,Luc,Haute-Marne,UMP,122-01,PA267165
"Commune de CHAUMUSSAY","PLACE DE LA POSTE 37 350 CHAUMUSSAY","AMENAGEMENT D'UN LOGEMENT LOCATIF",20000.00,BEFFARA,Jean-Marie,Indre-et-Loire,SRC,122-01,PA342332
"Commune de Chaumuzy",,"réhabilitation logement communal en cabinet médical",10000.00,VAUTRIN,Catherine,Marne,UMP,122-01,PA267797
"Commune de CHAUSSAN",,"Aménagement de l'espace public",5000.00,FENECH,Georges,Rhône,UMP,122-01,PA267591
"Commune de CHAUVE","44320 Chauve","Construction d'un village retraite - La Chantrie",6000.00,RABIN,Monique,Loire-Atlantique,SRC,122-01,PA607187
"Commune de CHAUVRY","""GRANDE RUE           
 95560-CHAUVRY""","Mise en place d'un limitateur de son pour la salle communale",1400.00,CARPENTIER,Jean-Noel,Val-d'Oise,RRDP,122-01,PA610521
"Commune de CHAVAGNAC",,"Aménagement et extension de l'ancien préau",7500.00,MARLEIX,Alain,Cantal,UMP,122-01,PA2084
"Commune de CHAVILLE",,"Rénovation de trois courts de tennis couverts",110000.00,GUILLET,Jean-Jacques,Hauts-de-Seine,UMP,122-01,PA1585
"Commune de CHAVIN","Mairie - 36200 Chavin","Réfection Eglise",10500.00,BRUNEAU,Isabelle,Indre,SRC,122-01,PA606745
"Commune de CHAZELLES",,"Travaux d'accessibilité aux personnes à mobilité réduite et sécurité incendie pour bâtiment de la mairie",5000.00,MARLEIX,Alain,Cantal,UMP,122-01,PA2084
"Commune de CHEIX EN RETZ","44640 Cheix en Retz ","Construction atelier municipal",5336.00,RABIN,Monique,Loire-Atlantique,SRC,122-01,PA607187
"Commune de CHELLES",,"Sécurisation du foyer-résidence Flamant",18000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,122-01,PA609314
"Commune de Chelles"," ","Rénovation menuiserie et huisseries école primaire Curie",41000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,122-01,PA609314
"Commune de CHELLES",,"Travaux de réhabilitation du mini-golf",3000.00,BRÉHIER,Emeric,Seine-et-Marne,SRC,122-01,PA609314
"Commune de Chemilly","""Le Bourg
03210 Chemilly""","Réhablitation salle polyvalente",2000.00,CHAMBEFORT,Guy,Allier,SRC,122-01,PA330118
"Commune de CHEMILLY",,"Travaux de réfection de la place du château",4000.00,CHRETIEN,Alain,Haute-Saône,UMP,122-01,PA608662
"Commune de Chenay",,"travaux de voirie et éclairage public",20000.00,VAUTRIN,Catherine,Marne,UMP,122-01,PA267797
"Commune de CHENICOURT",,"Mise aux normes du logement de l'instituteur ",9000.00,"LE DÉAUT",Jean-Yves,Meurthe-et-Moselle,SRC,122-01,PA1871
"Commune de Cheptainville",CHEPTAINVILLE,"Réfection et aménagement de la cour de l'école maternelle",5000.00,PAUZOL,Michel,Essonne,SRC,122-01,PA609963
"Commune de CHERENCE",,"Travaux de rénovation de la mairie",15000.00,HOUILLON,Philippe,Val-d'Oise,UMP,122-01,PA1661
"Commune de CHERMIGNAC ","""Mairie
2, Place du Général Leclerc
17460 CHERMIGNAC""","Aménagement d'un centre de loisirs CLSH",15000.00,QUERE,Catherine,Charente-Maritime,SRC,163-02,PA331014
"Commune de CHERONVILLIERS","27250 Chéronvilliers","Restauration registres civil",2500.00,DESTANS,Jean-Louis,Eure,SRC,122-01,PA606040
"Commune de CHERRUEIX",,"Construction d'une maison médicale",30000.00,LURTON,Gilles,Ille-et-Vilaine,UMP,122-01,PA606712
"Commune de Chéry-Chartreuve",,"Changement de portes et issues de secours",2000.00,KRABAL,Jacques,Aisne,RRDP,122-01,PA605084
"Commune de CHEVALINE",,"Travaux de rénovation de la mairie",10000.00,TARDY,Lionel,Haute-Savoie,UMP,122-01,PA335159
"Commune de CHEVILLON-SUR-HUILLARD",,"Agrandissement de l'école maternelle",15000.00,DOOR,Jean-Pierre,Loiret,UMP,122-01,PA267289
"Commune de CHEVIRE-LE-ROUGE",,"Travaux d'éclairage public de la rue des Richaudets et de la rue de la Paix",7000.00,TAUGOURDEAU,Jean-Charles,Maine-et-Loire,UMP,122-01,PA2792
"Commune de Chevry",,"Travaux reconstruction Eglise",20000.00,BLANC,Étienne,Ain,UMP,122-01,PA267075
"Commune de CHEVRY",,"Réhabilitation du logement communal des anciennes écoles",5000.00,GOSSELIN,Philippe,Manche,UMP,122-01,PA266797
"Commune de CHEVRY COSSIGNY",,"Enfouissement des réseaux de la rue Maurice Ambolet",30000.00,GEOFFROY,Guy,Seine-et-Marne,UMP,122-01,PA267813
"Commune de CHEZAL-BENOIT","Commune de Chezal-Benoit 18 160 Chezal-Benoit","Aménagement de la mairie (Mobilier)",5000.00,GALUT,Yann,Cher,SRC,122-01,PA1401
"Commune de Chezery Forens",,"Rénovation Map Sarde",2000.00,BLANC,Étienne,Ain,UMP,122-01,PA267075
"Commune de Chézy sur Marne",,"Réfection de l'étanchéité d'une école",4000.00,KRABAL,Jacques,Aisne,RRDP,122-01,PA605084
"Commune de CHIEULLES",,"Réalisation d'un chemin piétonnier entre la commune et le centre socio-culturel",5000.00,ZIMMERMANN,Marie-Jo,Moselle,UMP,122-01,PA2971
"Commune de CHILHAC",,"Rénovation totale de l'espace sanitaire du camping municipal",4000.00,VIGIER,Jean-Pierre,Haute-Loire,UMP,122-01,PA607090
"Commune de CHILLE",,"Effacement des réseaux au bourg et impasse du château d'eau",1500.00,PELISSARD,Jacques,Jura,UMP,122-01,PA2345
"Commune de CHILLY",,"Aménagement de la place de la mairie et voirie centre village",10000.00,DUBY-MULLER,Virginie,Haute-Savoie,UMP,122-01,PA608826
"Commune de CHILLY  ",,"Changement du système de chauffage de la salle des fêtes",4400.00,"DEMILLY Stéphane",,Somme,UDI,122-01,PA267241
"Commune de CHIRE EN MONTREUIL",,"Aménagement du restaurant scolaire",4000.00,COUTELLE,Catherine,Vienne,SRC,122-01,PA336421
"Commune de CHIRONGUI",CHIRONGUI,"Investissement (Travaux de Sécurisation, réhabilitation et mise aux normes  du groupe  scolaire Poroani 1 )",50000.00,ABOUBACAR,Ibrahim,Mayotte,SRC,122-01,PA610758
"commune de Chis","Hautes Pyrénées","réhabilitation d'un pont sur la RN 21",3000.00,GLAVANY,Jean,Hautes-Pyrénées,SRC,122-01,PA1496
"Commune de CHISSERIA",,"Travaux de rénovation de la mairie",5000.00,PELISSARD,Jacques,Jura,UMP,122-01,PA2345
"Commune de Chivres Val",,"Réfection de la place du centre de village",4000.00,KRABAL,Jacques,Aisne,RRDP,122-01,PA605084
"Commune de Chocques","""1 rue des Galteries
62920 Chocques""","Travaux d'aménagement de voirie rue Mithridate",20196.00,SAINT-ANDRÉ,Stéphane,Pas-de-Calais,RRDP,122-01,PA608120
"Commune de CHOISY",,"Aménagement des abords du bâtiment et des services techniques communaux",5000.00,ACCOYER,Bernard,Haute-Savoie,UMP,122-01,PA230
"Commune de Choisy au Bac","HdV - 2 rue Aigle - 60 750","Remplacement de l'éclairage public",16722.00,CARVALHO,Patrice,Oise,GDR,122-01,PA754
"Commune de CHOLET",,"Eglise Notre Dame",9085.00,"BOURDOULEIX Gilles",,Maine-et-Loire,UDI,122-01,PA267433
"Commune de CHONVILLE-MALAUMONT  ",,"Aménagement paysager",6100.00,"PANCHER Bertrand",,Meuse,UDI,122-01,PA333421
"Commune de CHOURGNAC-D'ANS","24640 Chourgnac-d'Ans","Rénovation d'un bâtiment communal et amélioration de la salle des fêtes",3000.00,PEIRO,Germinal,Dordogne,SRC,122-01,PA2343
"Commune de CHOUVIGNY","Mairie Le Bourg 03450 CHOUVIGNY",Columbarium,2000.00,LESTERLIN,Bernard,Allier,SRC,122-01,PA330130
"Commune de CIREY-SUR-VEZOUZE",,"Travaux de voirie",4000.00,LAMBLIN,Jacques,Meurthe-et-Moselle,UMP,122-01,PA267551
"Commune de CIRY-le-NOBLE","71420 Ciry-le-Noble ","Maison médicale",10000.00,GUEUGNEAU,Edith,Saône-et-Loire,SRC,122-01,PA608684
"Commune de CIVENS",,"Aménagement du bourg",10000.00,SALEN,Paul,Loire,UMP,122-01,PA2664
"Commune de CIVRY",,"Renforcement du réseau d'eau potable pour le hameau de Villentière",5000.00,VIGIER,Philippe,Eure-et-Loir,UDI,122-01,PA331582
"Commune de CIZAY LA MADELEINE ",,"Création d’une chaufferie bois dans les locaux de la mairie",12000.00,PIRON,Michel,Maine-et-Loire,UDI,122-01,PA267469
"Commune de Clairvaux-les-Lacs",,"Réhabilitation et amélioration de l'entrée ville de la commune",10000.00,DALLOZ,Marie-Christine,Jura,UMP,122-01,PA332523
